Index,src,snk
427,89,93
428,167,41
429,145,65
430,38,129
431,11,242
432,166,120
433,382,279
434,160,159
435,397,381
436,15,20
437,25,349
438,214,101
439,138,76
440,176,170
441,336,260
442,50,316
443,388,27
444,370,363
445,164,333
446,269,285
447,369,88
448,399,84
449,147,107
450,387,356
451,211,158
452,239,9
453,391,151
454,6,300
455,381,289
456,386,206
457,372,139
458,0,243
459,272,33
460,12,13
461,143,262
462,166,97
463,370,16
464,169,41
465,61,152
466,247,387
467,243,295
468,252,24
469,377,351
470,143,353
471,240,216
472,345,223
473,86,222
474,366,310
475,95,268
476,259,86
477,323,313
478,230,395
479,372,38
480,116,60
481,141,301
482,141,210
483,207,202
484,53,317
485,188,119
486,346,280
487,239,82
488,155,386
489,280,41
490,9,143
491,210,392
492,26,163
493,171,356
494,246,29
495,127,47
496,98,174
497,249,104
498,282,305
499,0,158
500,285,100
501,43,300
502,25,34
503,386,253
504,183,133
505,257,259
506,126,346
507,58,191
508,375,192
509,387,323
510,342,57
511,199,216
512,44,222
513,216,33
514,287,38
515,89,169
516,343,168
517,375,345
518,287,182
519,13,89
520,296,149
521,82,167
522,210,293
523,240,150
524,98,246
525,188,314
526,218,193
527,310,313
528,374,88
529,125,355
530,273,88
531,274,3
532,53,47
533,372,234
534,383,43
535,62,369
536,240,259
537,318,340
538,275,233
539,14,78
540,176,227
541,81,103
542,379,13
543,103,77
544,136,122
545,181,239
546,65,248
547,356,148
548,350,28
549,93,141
550,20,304
551,232,189
552,381,360
553,310,308
554,127,40
555,280,266
556,216,201
557,393,325
558,247,240
559,51,324
560,26,289
561,29,245
562,234,188
563,320,67
564,134,136
565,340,73
566,236,248
567,99,60
568,270,265
569,330,374
570,300,59
571,274,95
572,337,142
573,183,149
574,133,159
575,380,178
576,205,317
577,388,217
578,328,354
579,386,62
580,53,113
581,212,18
582,30,147
583,296,0
584,193,97
585,152,25
586,356,144
587,336,144
588,196,17
589,93,235
590,215,11
591,224,73
592,43,350
593,44,130
594,356,326
595,46,303
596,271,337
597,342,210
598,197,120
599,67,59
600,137,193
601,222,267
602,319,302
603,133,170
604,243,190
605,176,342
606,126,85
607,288,390
608,114,306
609,186,202
610,144,247
611,15,17
612,210,318
613,384,3
614,138,246
615,345,210
616,383,196
617,87,287
618,315,120
619,320,195
620,48,234
621,10,177
622,254,352
623,109,231
624,347,197
625,361,26
626,178,377
627,391,138
628,363,116
629,47,78
630,208,159
631,162,110
632,76,334
633,57,289
634,153,19
635,204,372
636,213,70
637,76,88
638,173,267
639,160,169
640,136,208
641,106,25
642,183,132
643,328,314
644,235,33
645,345,289
646,244,301
647,371,392
648,269,120
649,31,301
650,44,58
651,230,160
652,60,30
653,252,74
654,327,383
655,67,198
656,353,278
657,50,79
658,399,249
659,300,380
660,244,267
661,115,19
662,95,296
663,296,317
664,44,136
665,161,217
666,104,393
667,145,151
668,215,11
669,205,357
670,115,3
671,20,265
672,116,145
673,362,27
674,77,124
675,179,337
676,223,372
677,372,346
678,166,282
679,398,366
680,155,81
681,7,181
682,399,146
683,280,233
684,215,130
685,260,253
686,120,104
687,389,45
688,3,338
689,284,210
690,62,163
691,374,51
692,195,261
693,363,185
694,217,364
695,233,275
696,301,11
697,303,275
698,122,106
699,87,117
700,366,145
701,178,134
702,324,240
703,66,93
704,108,67
705,369,45
706,396,44
707,50,298
708,97,81
709,339,32
710,155,287
711,267,367
712,26,80
713,266,160
714,266,306
715,277,106
716,244,125
717,296,250
718,63,325
719,254,288
720,24,76
721,97,129
722,320,14
723,359,341
724,99,121
725,15,382
726,253,76
727,345,261
728,200,102
729,368,111
730,378,122
731,127,184
732,224,110
733,145,373
734,117,208
735,129,120
736,14,297
737,339,353
738,217,399
739,138,280
740,373,247
741,196,83
742,24,220
743,268,246
744,350,235
745,345,84
746,228,76
747,265,346
748,283,364
749,106,55
750,248,313
751,119,104
752,270,86
753,395,256
754,108,138
755,279,358
756,328,280
757,384,0
758,373,389
759,99,187
760,190,67
761,271,255
762,335,37
763,7,312
764,394,69
765,240,341
766,92,146
767,388,145
768,160,48
769,335,112
770,134,290
771,230,20
772,160,263
773,111,17
774,36,99
775,375,298
776,115,238
777,10,231
778,263,129
779,105,135
780,84,389
781,91,233
782,241,59
783,300,295
784,252,38
785,3,383
786,224,350
787,47,326
788,375,331
789,395,304
790,395,15
791,41,54
792,215,23
793,213,304
794,343,365
795,161,188
796,392,179
797,304,83
798,248,365
799,386,110
800,350,143
801,151,127
802,373,280
803,380,280
804,243,116
805,3,307
806,73,51
807,25,139
808,178,75
809,63,208
810,95,38
811,181,313
812,273,391
813,124,6
814,359,123
815,43,269
816,262,116
817,345,97
818,95,328
819,61,247
820,81,391
821,15,54
822,19,124
823,284,158
824,50,234
825,265,241
826,217,278
827,289,113
828,276,157
829,338,172
830,43,35
831,107,365
832,73,332
833,353,103
834,115,8
835,3,399
836,398,109
837,386,391
838,360,56
839,215,57
840,128,137
841,170,15
842,279,240
843,305,44
844,398,244
845,228,365
846,90,352
847,60,224
848,371,110
849,167,205
850,155,310
851,284,378
852,188,88
853,323,306
854,370,257
855,182,333
856,90,195
857,260,125
858,200,24
859,133,281
860,63,205
861,341,100
862,268,43
863,221,52
864,218,295
865,97,303
866,11,255
867,188,267
868,125,261
869,136,354
870,368,71
871,336,293
872,103,120
873,381,295
874,108,211
875,267,30
876,268,326
877,36,10
878,353,282
879,144,284
880,251,18
881,236,117
882,360,89
883,144,342
884,85,169
885,332,213
886,109,397
887,165,40
888,345,121
889,85,321
890,318,279
891,315,54
892,148,33
893,323,9
894,146,55
895,244,366
896,53,17
897,223,232
898,217,351
899,18,57
900,18,383
901,296,246
902,235,22
903,14,301
904,257,11
905,284,223
906,391,367
907,269,251
908,211,284
909,240,114
910,236,328
911,97,44
912,160,242
913,76,22
914,119,363
915,50,160
916,384,216
917,210,29
918,384,375
919,182,220
920,210,21
921,353,134
922,240,336
923,136,242
924,5,366
925,351,38
926,368,326
927,104,177
928,392,387
929,54,220
930,343,194
931,56,324
932,306,161
933,261,2
934,397,45
935,205,170
936,196,120
937,30,78
938,265,323
939,380,19
940,265,52
941,312,157
942,309,134
943,315,136
944,344,238
945,346,256
946,66,306
947,119,336
948,342,309
949,35,225
950,300,46
951,126,297
952,93,186
953,29,215
954,391,176
955,10,306
956,333,158
957,120,353
958,216,316
959,53,170
960,197,251
961,95,135
962,301,239
963,97,266
964,163,361
965,0,171
966,375,360
967,236,297
968,107,330
969,367,358
970,62,200
971,373,114
972,109,305
973,77,65
974,193,314
975,91,375
976,274,298
977,116,84
978,300,295
979,307,301
980,135,323
981,273,137
982,161,257
983,370,320
984,183,337
985,5,279
986,80,326
987,372,118
988,372,74
989,301,391
990,183,358
991,384,309
992,268,137
993,385,122
994,368,62
995,12,367
996,212,138
997,332,276
998,306,199
999,104,293
1000,386,78
1001,253,249
1002,188,153
1003,45,310
1004,18,321
1005,387,288
1006,365,58
1007,65,336
1008,115,158
1009,129,219
1010,205,194
1011,178,162
1012,306,25
1013,249,47
1014,0,243
1015,196,392
1016,245,268
1017,80,4
1018,328,140
1019,247,124
1020,14,382
1021,99,151
1022,163,31
1023,284,374
1024,254,232
1025,327,1
1026,7,229
1027,187,105
1028,197,393
1029,336,63
1030,294,2
1031,200,122
1032,66,293
1033,271,130
1034,385,292
1035,155,44
1036,388,42
1037,26,251
1038,353,125
1039,59,130
1040,155,317
1041,143,371
1042,0,280
1043,138,159
1044,53,288
1045,20,377
1046,311,275
1047,296,227
1048,59,304
1049,313,269
1050,268,267
1051,167,55
1052,280,332
1053,108,85
1054,348,2
1055,61,279
1056,306,297
1057,197,108
1058,26,387
1059,251,381
1060,393,334
1061,91,269
1062,319,4
1063,377,347
1064,318,327
1065,149,141
1066,18,301
1067,167,353
1068,54,339
1069,15,48
1070,216,58
1071,261,235
1072,267,305
1073,188,263
1074,50,145
1075,327,97
1076,120,346
1077,41,348
1078,242,66
1079,144,95
1080,51,348
1081,105,223
1082,249,209
1083,36,71
1084,327,251
1085,364,239
1086,47,236
1087,63,369
1088,231,136
1089,108,270
1090,12,44
1091,342,221
1092,382,381
1093,40,147
1094,382,218
1095,180,150
1096,98,74
1097,196,27
1098,384,299
1099,4,362
1100,269,111
1101,395,143
1102,273,332
1103,164,255
1104,224,259
1105,384,230
1106,383,364
1107,332,67
1108,351,313
1109,233,289
1110,188,222
1111,195,327
1112,20,202
1113,38,329
1114,244,301
1115,90,194
1116,220,290
1117,85,392
1118,236,65
1119,332,47
1120,10,394
1121,164,175
1122,360,160
1123,315,216
1124,124,321
1125,180,32
1126,174,317
1127,192,24
1128,308,341
1129,206,329
1130,207,120
1131,276,110
1132,385,307
1133,26,335
1134,38,361
1135,59,373
1136,111,252
1137,74,218
1138,260,4
1139,328,283
1140,105,319
1141,259,121
1142,221,399
1143,4,311
1144,318,395
1145,315,83
1146,204,51
1147,381,307
1148,142,189
1149,207,318
1150,84,216
1151,77,91
1152,308,318
1153,283,145
1154,86,33
1155,326,175
1156,129,398
1157,297,256
1158,84,130
1159,319,269
1160,12,37
1161,18,387
1162,207,51
1163,217,376
1164,49,382
1165,391,327
1166,178,396
1167,107,241
1168,50,310
1169,314,13
1170,168,126
1171,221,151
1172,128,51
1173,351,24
1174,65,229
1175,139,362
1176,320,387
1177,27,382
1178,179,7
1179,366,362
1180,84,128
1181,317,302
1182,90,253
1183,301,373
1184,138,298
1185,105,149
1186,315,220
1187,127,32
1188,215,320
1189,187,332
1190,358,322
1191,274,240
1192,35,104
1193,34,74
1194,77,315
1195,301,0
1196,77,122
1197,132,348
1198,188,60
1199,181,83
1200,180,370
1201,339,41
1202,369,254
1203,124,298
1204,195,380
1205,305,262
1206,32,167
1207,95,195
1208,63,380
1209,178,125
1210,178,86
1211,20,276
1212,239,335
1213,387,299
1214,384,277
1215,6,24
1216,267,156
1217,383,368
1218,30,209
1219,45,152
1220,45,320
1221,74,60
1222,121,181
1223,369,224
1224,36,243
1225,107,223
1226,179,169
1227,179,238
1228,308,374
1229,0,390
1230,236,207
1231,374,305
1232,378,246
1233,217,97
1234,268,385
1235,399,214
1236,361,43
1237,348,327
1238,98,23
1239,373,233
1240,136,392
1241,356,258
1242,304,228
1243,274,398
1244,246,272
1245,4,125
1246,212,109
1247,383,174
1248,361,331
1249,61,232
1250,244,174
1251,388,193
1252,301,390
1253,221,393
1254,108,10
1255,1,15
1256,243,123
1257,210,152
1258,35,99
1259,32,300
1260,375,5
1261,339,137
1262,368,147
1263,164,326
1264,296,55
1265,145,312
1266,121,356
1267,351,22
1268,82,173
1269,196,248
1270,269,368
1271,164,291
1272,118,251
1273,215,272
1274,210,5
1275,197,227
1276,221,258
1277,252,120
1278,358,292
1279,146,71
1280,180,121
1281,365,263
1282,309,219
1283,80,329
1284,41,326
1285,141,338
1286,202,119
1287,184,135
1288,350,100
1289,270,137
1290,149,353
1291,76,396
1292,387,186
1293,380,375
1294,220,328
1295,201,88
1296,227,309
1297,221,17
1298,99,110
1299,173,295
1300,27,219
1301,83,152
1302,200,156
1303,319,234
1304,53,130
1305,372,41
1306,27,35
1307,306,166
1308,215,310
1309,267,190
1310,279,366
1311,21,336
1312,315,5
1313,319,224
1314,76,250
1315,134,29
1316,30,106
1317,153,33
1318,73,277
1319,140,305
1320,15,36
1321,303,36
1322,34,170
1323,360,277
1324,319,125
1325,193,101
1326,10,27
1327,218,131
1328,279,166
1329,368,7
1330,274,14
1331,194,38
1332,195,325
1333,22,220
1334,368,27
1335,341,216
1336,14,165
1337,221,66
1338,71,301
1339,61,18
1340,179,392
1341,164,227
1342,34,129
1343,32,382
1344,363,117
1345,38,244
1346,111,173
1347,274,158
1348,75,28
1349,44,62
1350,371,206
1351,241,324
1352,212,263
1353,77,188
1354,179,75
1355,357,247
1356,383,323
1357,386,253
1358,155,308
1359,129,24
1360,206,21
1361,373,268
1362,44,121
1363,191,196
1364,374,389
1365,128,263
1366,220,184
1367,241,72
1368,268,201
1369,94,29
1370,15,45
1371,62,245
1372,369,388
1373,389,258
1374,273,362
1375,265,219
1376,325,179
1377,212,156
1378,37,180
1379,373,168
1380,52,38
1381,59,159
1382,211,277
1383,36,126
1384,9,177
1385,247,383
1386,43,224
1387,382,59
1388,18,375
1389,381,365
1390,316,356
1391,62,202
1392,45,136
1393,339,90
1394,394,171
1395,262,96
1396,274,183
1397,195,255
1398,50,197
1399,374,232
1400,120,302
1401,102,230
1402,90,142
1403,44,376
1404,117,153
1405,362,341
1406,260,141
1407,104,279
1408,195,80
1409,17,215
1410,186,155
1411,346,63
1412,327,44
1413,35,164
1414,178,105
1415,36,10
1416,124,333
1417,222,39
1418,278,70
1419,337,301
1420,356,148
1421,141,327
1422,319,393
1423,146,31
1424,93,310
1425,13,329
1426,145,184
1427,331,298
1428,169,10
1429,25,311
1430,106,160
1431,230,96
1432,122,157
1433,339,377
1434,336,158
1435,114,7
1436,30,258
1437,121,114
1438,181,222
1439,6,290
1440,267,107
1441,116,221
1442,134,133
1443,276,130
1444,374,41
1445,144,59
1446,161,308
1447,277,309
1448,319,263
1449,100,375
1450,37,367
1451,202,164
1452,87,8
1453,336,206
1454,85,192
1455,394,355
1456,4,366
1457,51,8
1458,343,272
1459,120,293
1460,350,200
1461,207,219
1462,396,136
1463,10,118
1464,89,261
1465,315,154
1466,285,362
1467,387,321
1468,388,58
1469,341,78
1470,345,385
1471,353,341
1472,175,195
1473,139,296
1474,35,324
1475,31,115
1476,216,38
1477,89,381
1478,351,147
1479,196,177
1480,41,378
1481,38,67
1482,289,233
1483,399,302
1484,297,64
1485,93,182
1486,82,249
1487,120,230
1488,162,163
1489,136,316
1490,176,44
1491,141,178
1492,218,173
1493,87,186
1494,238,129
1495,301,235
1496,125,380
1497,395,270
1498,19,127
1499,212,276
1500,305,279
1501,341,179
1502,71,335
1503,201,308
1504,80,355
1505,363,291
1506,17,294
1507,10,271
1508,308,117
1509,359,227
1510,206,10
1511,201,32
1512,314,346
1513,43,397
1514,121,60
1515,362,115
1516,291,26
1517,38,8
1518,97,7
1519,296,58
1520,356,27
1521,211,182
1522,359,102
1523,308,8
1524,116,371
1525,216,34
1526,339,71
1527,359,289
1528,112,124
1529,10,220
1530,148,307
1531,307,372
1532,113,170
1533,306,32
1534,244,170
1535,289,379
1536,198,209
1537,342,365
1538,188,297
1539,372,330
1540,196,149
1541,93,73
1542,202,99
1543,246,283
1544,362,363
1545,216,144
1546,374,373
1547,226,143
1548,280,180
1549,11,370
1550,172,44
1551,186,155
1552,177,330
1553,283,95
1554,80,3
1555,26,79
1556,97,323
1557,49,62
1558,391,204
1559,204,357
1560,20,106
1561,35,76
1562,319,321
1563,37,325
1564,267,100
1565,229,317
1566,372,153
1567,81,208
1568,157,38
1569,153,164
1570,207,73
1571,138,201
1572,9,183
1573,232,222
1574,240,333
1575,197,52
1576,93,168
1577,275,264
1578,365,245
1579,75,82
1580,106,112
1581,280,155
1582,381,195
1583,383,292
1584,352,7
1585,373,39
1586,90,188
1587,380,310
1588,296,142
1589,203,120
1590,163,126
1591,392,66
1592,331,168
1593,381,133
1594,260,398
1595,0,339
1596,277,279
1597,374,61
1598,197,281
1599,398,310
1600,61,310
1601,133,221
1602,40,95
1603,70,9
1604,324,89
1605,337,98
1606,391,319
1607,144,134
1608,215,278
1609,332,389
1610,371,376
1611,206,387
1612,241,137
1613,214,5
1614,207,61
1615,36,24
1616,324,258
1617,200,240
1618,48,139
1619,228,117
1620,357,33
1621,305,369
1622,216,232
1623,382,77
1624,26,11
1625,62,308
1626,399,342
1627,362,22
1628,59,78
1629,111,139
1630,95,377
1631,44,324
1632,38,289
1633,295,130
1634,65,324
1635,388,202
1636,142,198
1637,188,20
1638,296,6
1639,67,356
1640,388,345
1641,324,199
1642,80,222
1643,264,399
1644,214,116
1645,223,76
1646,19,384
1647,173,300
1648,336,384
1649,179,93
1650,18,250
1651,10,32
1652,129,14
1653,52,344
1654,342,373
1655,36,336
1656,1,330
1657,17,56
1658,164,150
1659,150,227
1660,58,153
1661,50,125
1662,90,146
1663,160,386
1664,58,325
1665,39,327
1666,73,92
1667,156,88
1668,344,179
1669,97,279
1670,314,198
1671,257,300
1672,244,17
1673,20,249
1674,265,325
1675,212,209
1676,132,163
1677,167,313
1678,293,336
1679,121,38
1680,35,398
1681,202,153
1682,116,280
1683,111,132
1684,381,6
1685,18,180
1686,324,227
1687,359,282
1688,357,16
1689,257,31
1690,300,194
1691,68,72
1692,265,135
1693,193,112
1694,224,190
1695,224,230
1696,327,379
1697,38,399
1698,206,145
1699,207,384
1700,380,108
1701,55,271
1702,44,309
1703,301,285
1704,398,292
1705,133,162
1706,179,241
1707,137,62
1708,345,241
1709,159,187
1710,392,84
1711,370,30
1712,388,90
1713,176,72
1714,211,369
1715,183,106
1716,47,293
1717,59,200
1718,320,393
1719,382,316
1720,174,275
1721,373,343
1722,371,364
1723,157,256
1724,106,160
1725,62,371
1726,315,365
1727,81,329
1728,57,279
1729,266,117
1730,17,146
1731,252,1
1732,395,61
1733,214,40
1734,147,374
1735,218,338
1736,369,359
1737,246,281
1738,388,243
1739,344,320
1740,305,9
1741,352,232
1742,171,238
1743,188,280
1744,135,129
1745,211,295
1746,302,291
1747,345,240
1748,287,55
1749,91,13
1750,82,178
1751,87,325
1752,281,254
1753,315,228
1754,3,67
1755,265,356
1756,48,125
1757,388,374
1758,352,304
1759,136,252
1760,206,230
1761,157,5
1762,171,25
1763,294,358
1764,327,26
1765,195,161
1766,368,353
1767,24,285
1768,379,162
1769,138,5
1770,301,59
1771,353,59
1772,247,145
1773,293,250
1774,374,142
1775,253,114
1776,360,31
1777,213,185
1778,267,395
1779,206,194
1780,188,7
1781,366,168
1782,120,118
1783,301,214
1784,247,359
1785,371,305
1786,371,205
1787,44,61
1788,60,261
1789,297,221
1790,375,94
1791,56,179
1792,108,78
1793,40,396
1794,30,218
1795,144,19
1796,300,267
1797,368,69
1798,340,153
1799,178,245
1800,87,32
1801,159,210
1802,355,36
1803,287,218
1804,217,75
1805,147,21
1806,214,12
1807,278,69
1808,371,112
1809,395,307
1810,34,294
1811,259,236
1812,287,224
1813,42,334
1814,307,62
1815,148,233
1816,89,337
1817,111,143
1818,264,98
1819,254,368
1820,125,9
1821,348,44
1822,188,167
1823,315,297
1824,369,188
1825,87,137
1826,44,245
1827,322,227
1828,370,111
1829,106,70
1830,276,9
1831,246,103
1832,273,373
1833,95,341
1834,137,188
1835,280,336
1836,104,211
1837,206,100
1838,70,56
1839,49,42
1840,18,342
1841,167,161
1842,92,103
1843,265,349
1844,115,287
1845,59,313
1846,160,256
1847,127,160
1848,203,324
1849,161,311
1850,117,383
1851,105,377
1852,45,272
1853,111,378
1854,256,257
1855,176,39
1856,128,109
1857,294,230
1858,383,245
1859,99,104
1860,188,318
1861,206,212
1862,320,386
1863,20,172
1864,246,105
1865,309,63
1866,212,9
1867,128,240
1868,292,343
1869,284,41
1870,63,387
1871,129,216
1872,59,286
1873,45,355
1874,161,234
1875,105,14
1876,46,124
1877,396,397
1878,141,187
1879,18,308
1880,375,393
1881,205,132
1882,173,88
1883,124,80
1884,125,307
1885,47,108
1886,387,328
1887,25,173
1888,1,173
1889,315,280
1890,46,271
1891,369,397
1892,62,261
1893,3,298
1894,111,1
1895,286,68
1896,35,288
1897,138,210
1898,285,108
1899,280,189
1900,379,184
1901,32,115
1902,309,137
1903,275,41
1904,273,47
1905,294,141
1906,17,365
1907,163,307
1908,292,172
1909,268,66
1910,94,5
1911,382,35
1912,179,156
1913,342,5
1914,68,336
1915,358,328
1916,395,374
1917,308,65
1918,386,235
1919,243,202
1920,217,373
1921,127,292
1922,296,243
1923,190,203
1924,181,357
1925,380,33
1926,315,363
1927,87,391
1928,280,228
1929,53,132
1930,381,96
1931,240,202
1932,320,64
1933,369,159
1934,323,298
1935,351,49
1936,305,397
1937,391,111
1938,188,195
1939,296,140
1940,6,118
1941,8,304
1942,118,184
1943,243,50
1944,317,160
1945,359,22
1946,45,248
1947,273,384
1948,244,357
1949,166,312
1950,306,137
1951,104,378
1952,339,397
1953,112,118
1954,304,252
1955,200,184
1956,359,109
1957,372,52
1958,195,341
1959,26,61
1960,307,260
1961,239,214
1962,106,329
1963,233,64
1964,306,123
1965,317,13
1966,37,238
1967,54,279
1968,191,9
1969,134,384
1970,40,308
1971,126,307
1972,200,201
1973,92,194
1974,116,36
1975,11,393
1976,399,96
1977,169,254
1978,240,323
1979,138,396
1980,215,145
1981,196,46
1982,68,173
1983,194,270
1984,193,269
1985,31,348
1986,35,98
1987,246,146
1988,38,116
1989,277,191
1990,144,113
1991,353,229
1992,188,382
1993,335,317
1994,89,16
1995,315,369
1996,84,111
1997,224,367
1998,300,132
1999,44,306
2000,159,381
2001,386,323
2002,176,162
2003,195,57
2004,324,355
2005,371,165
2006,293,197
2007,281,20
2008,274,281
2009,73,17
2010,169,42
2011,190,166
2012,172,33
2013,77,275
2014,58,155
2015,57,47
2016,300,345
2017,124,122
2018,202,115
2019,331,93
2020,322,340
2021,273,152
2022,148,391
2023,211,94
2024,223,66
2025,19,228
2026,308,286
2027,308,80
2028,333,222
2029,301,71
2030,71,237
2031,351,130
2032,89,60
2033,303,324
2034,362,162
2035,35,106
2036,381,248
2037,389,221
2038,216,221
2039,24,131
2040,85,93
2041,114,120
2042,144,297
2043,48,228
2044,345,262
2045,184,395
2046,186,11
2047,12,200
2048,128,120
2049,141,364
2050,53,300
2051,301,95
2052,220,300
2053,372,130
2054,148,83
2055,343,69
2056,360,284
2057,359,150
2058,177,246
2059,86,55
2060,155,296
2061,5,187
2062,77,284
2063,153,384
2064,136,380
2065,93,292
2066,39,125
2067,387,98
2068,106,300
2069,111,115
2070,77,51
2071,73,377
2072,302,129
2073,304,64
2074,118,127
2075,159,183
2076,135,136
2077,391,218
2078,137,53
2079,11,227
2080,176,243
2081,377,326
2082,322,149
2083,208,36
2084,44,396
2085,395,276
2086,362,154
2087,315,221
2088,76,123
2089,337,345
2090,82,163
2091,138,101
2092,344,201
2093,273,240
2094,268,385
2095,211,12
2096,238,66
2097,385,227
2098,336,369
2099,99,213
2100,153,193
2101,386,2
2102,278,104
2103,345,63
2104,281,22
2105,287,88
2106,145,1
2107,332,259
2108,124,355
2109,241,47
2110,207,357
2111,90,16
2112,375,293
2113,267,291
2114,115,347
2115,196,68
2116,186,155
2117,108,227
2118,197,188
2119,90,210
2120,43,294
2121,89,144
2122,352,125
2123,216,300
2124,287,367
2125,58,382
2126,126,228
2127,156,172
2128,386,321
2129,342,34
2130,233,91
2131,268,161
2132,345,344
2133,136,104
2134,208,77
2135,288,179
2136,332,195
2137,351,13
2138,225,350
2139,249,385
