OMS,omsId,remoteOmsId,src,snk,cost,distance,ots,osnr,slice,colors
OMS,4628,4532,11,1,100001,100,1,0.000776,6250,
OMS,4630,4644,11,12,100001,100,1,0.000776,6250,:0-960
OMS,4631,4745,11,22,100001,100,1,0.000776,6250,
OMS,4632,4728,11,21,100001,100,1,0.000776,6250,
OMS,4633,4719,11,20,100001,100,1,0.000776,6250,:0-960
OMS,4647,4636,12,11,100001,100,1,0.000776,6250,:0-960
OMS,4646,4657,12,13,100001,100,1,0.000776,6250,:0-960
OMS,4645,4531,12,1,100001,100,1,0.000776,6250,
OMS,4644,4630,12,11,100001,100,1,0.000776,6250,:0-960
OMS,4639,4553,12,3,100001,100,1,0.000776,6250,:0-960
OMS,4638,4542,12,2,100001,100,1,0.000776,6250,
OMS,4640,4654,12,13,100001,100,1,0.000776,6250,:0-960
OMS,4641,4755,12,23,100001,100,1,0.000776,6250,
OMS,4642,4738,12,22,100001,100,1,0.000776,6250,
OMS,4643,4729,12,21,100001,100,1,0.000776,6250,:0-960
OMS,4657,4646,13,12,100001,100,1,0.000776,6250,:0-960
OMS,4656,4667,13,14,100001,100,1,0.000776,6250,:0-960
OMS,4655,4541,13,2,100001,100,1,0.000776,6250,
OMS,4654,4640,13,12,100001,100,1,0.000776,6250,:0-960
OMS,4649,4563,13,4,100001,100,1,0.000776,6250,:0-960
OMS,4648,4552,13,3,100001,100,1,0.000776,6250,
OMS,4650,4664,13,14,100001,100,1,0.000776,6250,:0-960
OMS,4651,4765,13,24,100001,100,1,0.000776,6250,
OMS,4652,4748,13,23,100001,100,1,0.000776,6250,
OMS,4653,4739,13,22,100001,100,1,0.000776,6250,:0-960
OMS,4667,4656,14,13,100001,100,1,0.000776,6250,:0-960
OMS,4666,4677,14,15,100001,100,1,0.000776,6250,:0-960
OMS,4665,4551,14,3,100001,100,1,0.000776,6250,
OMS,4664,4650,14,13,100001,100,1,0.000776,6250,:0-960
OMS,4659,4573,14,5,100001,100,1,0.000776,6250,:0-960
OMS,4658,4562,14,4,100001,100,1,0.000776,6250,
OMS,4660,4674,14,15,100001,100,1,0.000776,6250,:0-960
OMS,4661,4775,14,25,100001,100,1,0.000776,6250,
OMS,4662,4758,14,24,100001,100,1,0.000776,6250,
OMS,4663,4749,14,23,100001,100,1,0.000776,6250,:0-960
OMS,4677,4666,15,14,100001,100,1,0.000776,6250,:0-960
OMS,4676,4687,15,16,100001,100,1,0.000776,6250,:0-960
OMS,4675,4561,15,4,100001,100,1,0.000776,6250,
OMS,4674,4660,15,14,100001,100,1,0.000776,6250,:0-960
OMS,4669,4583,15,6,100001,100,1,0.000776,6250,:0-960
OMS,4668,4572,15,5,100001,100,1,0.000776,6250,
OMS,4670,4684,15,16,100001,100,1,0.000776,6250,:0-960
OMS,4671,4785,15,26,100001,100,1,0.000776,6250,
OMS,4672,4768,15,25,100001,100,1,0.000776,6250,
OMS,4673,4759,15,24,100001,100,1,0.000776,6250,:0-960
OMS,4687,4676,16,15,100001,100,1,0.000776,6250,:0-960
OMS,4686,4697,16,17,100001,100,1,0.000776,6250,:0-960
OMS,4685,4571,16,5,100001,100,1,0.000776,6250,
OMS,4684,4670,16,15,100001,100,1,0.000776,6250,:0-960
OMS,4679,4593,16,7,100001,100,1,0.000776,6250,:0-960
OMS,4678,4582,16,6,100001,100,1,0.000776,6250,
OMS,4680,4694,16,17,100001,100,1,0.000776,6250,:0-960
OMS,4681,4795,16,27,100001,100,1,0.000776,6250,
OMS,4682,4778,16,26,100001,100,1,0.000776,6250,
OMS,4683,4769,16,25,100001,100,1,0.000776,6250,:0-960
OMS,4697,4686,17,16,100001,100,1,0.000776,6250,:0-960
OMS,4696,4707,17,18,100001,100,1,0.000776,6250,:0-960
OMS,4695,4581,17,6,100001,100,1,0.000776,6250,
OMS,4694,4680,17,16,100001,100,1,0.000776,6250,:0-960
OMS,4689,4603,17,8,100001,100,1,0.000776,6250,:0-960
OMS,4688,4592,17,7,100001,100,1,0.000776,6250,
OMS,4690,4704,17,18,100001,100,1,0.000776,6250,:0-960
OMS,4691,4805,17,28,100001,100,1,0.000776,6250,
OMS,4692,4788,17,27,100001,100,1,0.000776,6250,
OMS,4693,4779,17,26,100001,100,1,0.000776,6250,:0-960
OMS,4707,4696,18,17,100001,100,1,0.000776,6250,:0-960
OMS,4706,4717,18,19,100001,100,1,0.000776,6250,:0-960
OMS,4705,4591,18,7,100001,100,1,0.000776,6250,
OMS,4704,4690,18,17,100001,100,1,0.000776,6250,:0-960
OMS,4699,4613,18,9,100001,100,1,0.000776,6250,:0-960
OMS,4698,4602,18,8,100001,100,1,0.000776,6250,
OMS,4700,4714,18,19,100001,100,1,0.000776,6250,:0-960
OMS,4701,4815,18,29,100001,100,1,0.000776,6250,
OMS,4702,4798,18,28,100001,100,1,0.000776,6250,
OMS,4703,4789,18,27,100001,100,1,0.000776,6250,:0-960
OMS,4717,4706,19,18,100001,100,1,0.000776,6250,:0-960
OMS,4715,4601,19,8,100001,100,1,0.000776,6250,
OMS,4714,4700,19,18,100001,100,1,0.000776,6250,:0-960
OMS,4709,1621,19,1456,1,100,1,0.000776,6250,:0-964
OMS,4708,4612,19,9,100001,100,1,0.000776,6250,
OMS,4712,4808,19,29,100001,100,1,0.000776,6250,
OMS,4713,4799,19,28,100001,100,1,0.000776,6250,:0-960
OMS,4726,4737,20,21,100001,100,1,0.000776,6250,:0-960
OMS,4719,4633,20,11,100001,100,1,0.000776,6250,:0-960
OMS,4718,4622,20,10,100001,100,1,0.000776,6250,:0-960
OMS,4720,4734,20,21,100001,100,1,0.000776,6250,:0-960
OMS,4721,4835,20,31,100001,100,1,0.000776,6250,
OMS,4722,4818,20,30,100001,100,1,0.000776,6250,:0-960
OMS,4737,4726,21,20,100001,100,1,0.000776,6250,:0-960
OMS,4736,4747,21,22,100001,100,1,0.000776,6250,:0-960
OMS,4735,4621,21,10,100001,100,1,0.000776,6250,
OMS,4734,4720,21,20,100001,100,1,0.000776,6250,:0-960
OMS,4729,4643,21,12,100001,100,1,0.000776,6250,:0-960
OMS,4728,4632,21,11,100001,100,1,0.000776,6250,
OMS,4730,4744,21,22,100001,100,1,0.000776,6250,:0-960
OMS,4731,4845,21,32,100001,100,1,0.000776,6250,
OMS,4732,4828,21,31,100001,100,1,0.000776,6250,
OMS,4733,4819,21,30,100001,100,1,0.000776,6250,:0-960
OMS,4747,4736,22,21,100001,100,1,0.000776,6250,:0-960
OMS,4746,4757,22,23,100001,100,1,0.000776,6250,:0-960
OMS,4745,4631,22,11,100001,100,1,0.000776,6250,
OMS,4744,4730,22,21,100001,100,1,0.000776,6250,:0-960
OMS,4739,4653,22,13,100001,100,1,0.000776,6250,:0-960
OMS,4738,4642,22,12,100001,100,1,0.000776,6250,
OMS,4740,4754,22,23,100001,100,1,0.000776,6250,:0-960
OMS,4741,4855,22,33,100001,100,1,0.000776,6250,
OMS,4742,4838,22,32,100001,100,1,0.000776,6250,
OMS,4743,4829,22,31,100001,100,1,0.000776,6250,:0-960
OMS,4757,4746,23,22,100001,100,1,0.000776,6250,:0-960
OMS,4756,4767,23,24,100001,100,1,0.000776,6250,:0-960
OMS,4755,4641,23,12,100001,100,1,0.000776,6250,
OMS,4754,4740,23,22,100001,100,1,0.000776,6250,:0-960
OMS,4749,4663,23,14,100001,100,1,0.000776,6250,:0-960
OMS,4748,4652,23,13,100001,100,1,0.000776,6250,
OMS,4750,4764,23,24,100001,100,1,0.000776,6250,:0-960
OMS,4751,4865,23,34,100001,100,1,0.000776,6250,
OMS,4752,4848,23,33,100001,100,1,0.000776,6250,
OMS,4753,4839,23,32,100001,100,1,0.000776,6250,:0-960
OMS,4767,4756,24,23,100001,100,1,0.000776,6250,:0-960
OMS,4766,4777,24,25,100001,100,1,0.000776,6250,:0-960
OMS,4765,4651,24,13,100001,100,1,0.000776,6250,
OMS,4764,4750,24,23,100001,100,1,0.000776,6250,:0-960
OMS,4759,4673,24,15,100001,100,1,0.000776,6250,:0-960
OMS,4758,4662,24,14,100001,100,1,0.000776,6250,
OMS,4760,4774,24,25,100001,100,1,0.000776,6250,:0-960
OMS,4761,4875,24,35,100001,100,1,0.000776,6250,
OMS,4762,4858,24,34,100001,100,1,0.000776,6250,
OMS,4763,4849,24,33,100001,100,1,0.000776,6250,:0-960
OMS,4777,4766,25,24,100001,100,1,0.000776,6250,:0-960
OMS,4776,4787,25,26,100001,100,1,0.000776,6250,:0-960
OMS,4775,4661,25,14,100001,100,1,0.000776,6250,
OMS,4774,4760,25,24,100001,100,1,0.000776,6250,:0-960
OMS,4769,4683,25,16,100001,100,1,0.000776,6250,:0-960
OMS,4768,4672,25,15,100001,100,1,0.000776,6250,
OMS,4770,4784,25,26,100001,100,1,0.000776,6250,:0-960
OMS,4771,4885,25,36,100001,100,1,0.000776,6250,
OMS,4772,4868,25,35,100001,100,1,0.000776,6250,
OMS,4773,4859,25,34,100001,100,1,0.000776,6250,:0-960
OMS,4787,4776,26,25,100001,100,1,0.000776,6250,:0-960
OMS,4786,4797,26,27,100001,100,1,0.000776,6250,:0-960
OMS,4785,4671,26,15,100001,100,1,0.000776,6250,
OMS,4784,4770,26,25,100001,100,1,0.000776,6250,:0-960
OMS,4779,4693,26,17,100001,100,1,0.000776,6250,:0-960
OMS,4778,4682,26,16,100001,100,1,0.000776,6250,
OMS,4780,4794,26,27,100001,100,1,0.000776,6250,:0-960
OMS,4781,4895,26,37,100001,100,1,0.000776,6250,
OMS,4782,4878,26,36,100001,100,1,0.000776,6250,
OMS,4783,4869,26,35,100001,100,1,0.000776,6250,:0-960
OMS,4797,4786,27,26,100001,100,1,0.000776,6250,:0-960
OMS,4796,4807,27,28,100001,100,1,0.000776,6250,:0-960
OMS,4795,4681,27,16,100001,100,1,0.000776,6250,
OMS,4794,4780,27,26,100001,100,1,0.000776,6250,:0-960
OMS,4789,4703,27,18,100001,100,1,0.000776,6250,:0-960
OMS,4788,4692,27,17,100001,100,1,0.000776,6250,
OMS,4790,4804,27,28,100001,100,1,0.000776,6250,:0-960
OMS,4791,4905,27,38,100001,100,1,0.000776,6250,
OMS,4792,4888,27,37,100001,100,1,0.000776,6250,
OMS,4793,4879,27,36,100001,100,1,0.000776,6250,:0-960
OMS,4807,4796,28,27,100001,100,1,0.000776,6250,:0-960
OMS,4806,4817,28,29,100001,100,1,0.000776,6250,:0-960
OMS,4805,4691,28,17,100001,100,1,0.000776,6250,
OMS,4804,4790,28,27,100001,100,1,0.000776,6250,:0-960
OMS,4799,4713,28,19,100001,100,1,0.000776,6250,:0-960
OMS,4798,4702,28,18,100001,100,1,0.000776,6250,
OMS,4800,4814,28,29,100001,100,1,0.000776,6250,:0-960
OMS,4801,4915,28,39,100001,100,1,0.000776,6250,
OMS,4802,4898,28,38,100001,100,1,0.000776,6250,
OMS,4803,4889,28,37,100001,100,1,0.000776,6250,:0-960
OMS,4817,4806,29,28,100001,100,1,0.000776,6250,:0-960
OMS,4815,4701,29,18,100001,100,1,0.000776,6250,
OMS,4814,4800,29,28,100001,100,1,0.000776,6250,:0-960
OMS,4809,1721,29,1354,1,100,1,0.000776,6250,:0-964
OMS,4808,4712,29,19,100001,100,1,0.000776,6250,
OMS,4812,4908,29,39,100001,100,1,0.000776,6250,
OMS,4813,4899,29,38,100001,100,1,0.000776,6250,:0-960
OMS,4826,4837,30,31,100001,100,1,0.000776,6250,:0-960
OMS,4819,4733,30,21,100001,100,1,0.000776,6250,:0-960
OMS,4818,4722,30,20,100001,100,1,0.000776,6250,:0-960
OMS,4820,4834,30,31,100001,100,1,0.000776,6250,:0-960
OMS,4821,4935,30,41,100001,100,1,0.000776,6250,
OMS,4822,4918,30,40,100001,100,1,0.000776,6250,:0-960
OMS,4837,4826,31,30,100001,100,1,0.000776,6250,:0-960
OMS,4836,4847,31,32,100001,100,1,0.000776,6250,:0-960
OMS,4835,4721,31,20,100001,100,1,0.000776,6250,
OMS,4834,4820,31,30,100001,100,1,0.000776,6250,:0-960
OMS,4829,4743,31,22,100001,100,1,0.000776,6250,:0-960
OMS,4828,4732,31,21,100001,100,1,0.000776,6250,
OMS,4830,4844,31,32,100001,100,1,0.000776,6250,:0-960
OMS,4831,4945,31,42,100001,100,1,0.000776,6250,
OMS,4832,4928,31,41,100001,100,1,0.000776,6250,
OMS,4833,4919,31,40,100001,100,1,0.000776,6250,:0-960
OMS,4847,4836,32,31,100001,100,1,0.000776,6250,:0-960
OMS,4846,4857,32,33,100001,100,1,0.000776,6250,:0-960
OMS,4845,4731,32,21,100001,100,1,0.000776,6250,
OMS,4844,4830,32,31,100001,100,1,0.000776,6250,:0-960
OMS,4839,4753,32,23,100001,100,1,0.000776,6250,:0-960
OMS,4838,4742,32,22,100001,100,1,0.000776,6250,
OMS,4840,4854,32,33,100001,100,1,0.000776,6250,:0-960
OMS,4841,4955,32,43,100001,100,1,0.000776,6250,
OMS,4842,4938,32,42,100001,100,1,0.000776,6250,
OMS,4843,4929,32,41,100001,100,1,0.000776,6250,:0-960
OMS,4857,4846,33,32,100001,100,1,0.000776,6250,:0-960
OMS,4856,4867,33,34,100001,100,1,0.000776,6250,:0-960
OMS,4855,4741,33,22,100001,100,1,0.000776,6250,
OMS,4854,4840,33,32,100001,100,1,0.000776,6250,:0-960
OMS,4849,4763,33,24,100001,100,1,0.000776,6250,:0-960
OMS,4848,4752,33,23,100001,100,1,0.000776,6250,
OMS,4850,4864,33,34,100001,100,1,0.000776,6250,:0-960
OMS,4851,4965,33,44,100001,100,1,0.000776,6250,
OMS,4852,4948,33,43,100001,100,1,0.000776,6250,
OMS,4853,4939,33,42,100001,100,1,0.000776,6250,:0-960
OMS,4867,4856,34,33,100001,100,1,0.000776,6250,:0-960
OMS,4866,4877,34,35,100001,100,1,0.000776,6250,:0-960
OMS,4865,4751,34,23,100001,100,1,0.000776,6250,
OMS,4864,4850,34,33,100001,100,1,0.000776,6250,:0-960
OMS,4859,4773,34,25,100001,100,1,0.000776,6250,:0-960
OMS,4858,4762,34,24,100001,100,1,0.000776,6250,
OMS,4860,4874,34,35,100001,100,1,0.000776,6250,:0-960
OMS,4861,4975,34,45,100001,100,1,0.000776,6250,
OMS,4862,4958,34,44,100001,100,1,0.000776,6250,
OMS,4863,4949,34,43,100001,100,1,0.000776,6250,:0-960
OMS,4877,4866,35,34,100001,100,1,0.000776,6250,:0-960
OMS,4876,4887,35,36,100001,100,1,0.000776,6250,:0-960
OMS,4875,4761,35,24,100001,100,1,0.000776,6250,
OMS,4874,4860,35,34,100001,100,1,0.000776,6250,:0-960
OMS,4869,4783,35,26,100001,100,1,0.000776,6250,:0-960
OMS,4868,4772,35,25,100001,100,1,0.000776,6250,
OMS,4870,4884,35,36,100001,100,1,0.000776,6250,:0-960
OMS,4871,4985,35,46,100001,100,1,0.000776,6250,
OMS,4872,4968,35,45,100001,100,1,0.000776,6250,
OMS,4873,4959,35,44,100001,100,1,0.000776,6250,:0-960
OMS,4887,4876,36,35,100001,100,1,0.000776,6250,:0-960
OMS,4886,4897,36,37,100001,100,1,0.000776,6250,:0-960
OMS,4885,4771,36,25,100001,100,1,0.000776,6250,
OMS,4884,4870,36,35,100001,100,1,0.000776,6250,:0-960
OMS,4879,4793,36,27,100001,100,1,0.000776,6250,:0-960
OMS,4878,4782,36,26,100001,100,1,0.000776,6250,
OMS,4880,4894,36,37,100001,100,1,0.000776,6250,:0-960
OMS,4881,4995,36,47,100001,100,1,0.000776,6250,
OMS,4882,4978,36,46,100001,100,1,0.000776,6250,
OMS,4883,4969,36,45,100001,100,1,0.000776,6250,:0-960
OMS,4897,4886,37,36,100001,100,1,0.000776,6250,:0-960
OMS,4896,4907,37,38,100001,100,1,0.000776,6250,:0-960
OMS,4895,4781,37,26,100001,100,1,0.000776,6250,
OMS,4894,4880,37,36,100001,100,1,0.000776,6250,:0-960
OMS,4889,4803,37,28,100001,100,1,0.000776,6250,:0-960
OMS,4888,4792,37,27,100001,100,1,0.000776,6250,
OMS,4890,4904,37,38,100001,100,1,0.000776,6250,:0-960
OMS,4891,5005,37,48,100001,100,1,0.000776,6250,
OMS,4892,4988,37,47,100001,100,1,0.000776,6250,
OMS,4893,4979,37,46,100001,100,1,0.000776,6250,:0-960
OMS,4907,4896,38,37,100001,100,1,0.000776,6250,:0-960
OMS,4906,4917,38,39,100001,100,1,0.000776,6250,:0-960
OMS,4905,4791,38,27,100001,100,1,0.000776,6250,
OMS,4904,4890,38,37,100001,100,1,0.000776,6250,:0-960
OMS,4899,4813,38,29,100001,100,1,0.000776,6250,:0-960
OMS,4898,4802,38,28,100001,100,1,0.000776,6250,
OMS,4900,4914,38,39,100001,100,1,0.000776,6250,:0-960
OMS,4901,5015,38,49,100001,100,1,0.000776,6250,
OMS,4902,4998,38,48,100001,100,1,0.000776,6250,
OMS,4903,4989,38,47,100001,100,1,0.000776,6250,:0-960
OMS,4917,4906,39,38,100001,100,1,0.000776,6250,:0-960
OMS,4915,4801,39,28,100001,100,1,0.000776,6250,
OMS,4914,4900,39,38,100001,100,1,0.000776,6250,:0-960
OMS,4909,1821,39,1483,1,100,1,0.000776,6250,:0-964
OMS,4908,4812,39,29,100001,100,1,0.000776,6250,
OMS,4912,5008,39,49,100001,100,1,0.000776,6250,
OMS,4913,4999,39,48,100001,100,1,0.000776,6250,:0-960
OMS,4926,4937,40,41,100001,100,1,0.000776,6250,:0-960
OMS,4919,4833,40,31,100001,100,1,0.000776,6250,:0-960
OMS,4918,4822,40,30,100001,100,1,0.000776,6250,:0-960
OMS,4920,4934,40,41,100001,100,1,0.000776,6250,:0-960
OMS,4921,5035,40,51,100001,100,1,0.000776,6250,
OMS,4922,5018,40,50,100001,100,1,0.000776,6250,:0-960
OMS,4937,4926,41,40,100001,100,1,0.000776,6250,:0-960
OMS,4936,4947,41,42,100001,100,1,0.000776,6250,:0-960
OMS,4935,4821,41,30,100001,100,1,0.000776,6250,
OMS,4934,4920,41,40,100001,100,1,0.000776,6250,:0-960
OMS,4929,4843,41,32,100001,100,1,0.000776,6250,:0-960
OMS,4928,4832,41,31,100001,100,1,0.000776,6250,
OMS,4930,4944,41,42,100001,100,1,0.000776,6250,:0-960
OMS,4931,5045,41,52,100001,100,1,0.000776,6250,
OMS,4932,5028,41,51,100001,100,1,0.000776,6250,
OMS,4933,5019,41,50,100001,100,1,0.000776,6250,:0-960
OMS,4947,4936,42,41,100001,100,1,0.000776,6250,:0-960
OMS,4946,4957,42,43,100001,100,1,0.000776,6250,:0-960
OMS,4945,4831,42,31,100001,100,1,0.000776,6250,
OMS,4944,4930,42,41,100001,100,1,0.000776,6250,:0-960
OMS,4939,4853,42,33,100001,100,1,0.000776,6250,:0-960
OMS,4938,4842,42,32,100001,100,1,0.000776,6250,
OMS,4940,4954,42,43,100001,100,1,0.000776,6250,:0-960
OMS,4941,5055,42,53,100001,100,1,0.000776,6250,
OMS,4942,5038,42,52,100001,100,1,0.000776,6250,
OMS,4943,5029,42,51,100001,100,1,0.000776,6250,:0-960
OMS,4957,4946,43,42,100001,100,1,0.000776,6250,:0-960
OMS,4956,4967,43,44,100001,100,1,0.000776,6250,:0-960
OMS,4955,4841,43,32,100001,100,1,0.000776,6250,
OMS,4954,4940,43,42,100001,100,1,0.000776,6250,:0-960
OMS,4949,4863,43,34,100001,100,1,0.000776,6250,:0-960
OMS,4948,4852,43,33,100001,100,1,0.000776,6250,
OMS,4950,4964,43,44,100001,100,1,0.000776,6250,:0-960
OMS,4951,5065,43,54,100001,100,1,0.000776,6250,
OMS,4952,5048,43,53,100001,100,1,0.000776,6250,
OMS,4953,5039,43,52,100001,100,1,0.000776,6250,:0-960
OMS,4967,4956,44,43,100001,100,1,0.000776,6250,:0-960
OMS,4966,4977,44,45,100001,100,1,0.000776,6250,:0-960
OMS,4965,4851,44,33,100001,100,1,0.000776,6250,
OMS,4964,4950,44,43,100001,100,1,0.000776,6250,:0-960
OMS,4959,4873,44,35,100001,100,1,0.000776,6250,:0-960
OMS,4958,4862,44,34,100001,100,1,0.000776,6250,
OMS,4960,4974,44,45,100001,100,1,0.000776,6250,:0-960
OMS,4961,5075,44,55,100001,100,1,0.000776,6250,
OMS,4962,5058,44,54,100001,100,1,0.000776,6250,
OMS,4963,5049,44,53,100001,100,1,0.000776,6250,:0-960
OMS,4977,4966,45,44,100001,100,1,0.000776,6250,:0-960
OMS,4976,4987,45,46,100001,100,1,0.000776,6250,:0-960
OMS,4975,4861,45,34,100001,100,1,0.000776,6250,
OMS,4974,4960,45,44,100001,100,1,0.000776,6250,:0-960
OMS,4969,4883,45,36,100001,100,1,0.000776,6250,:0-960
OMS,4968,4872,45,35,100001,100,1,0.000776,6250,
OMS,4970,4984,45,46,100001,100,1,0.000776,6250,:0-960
OMS,4971,5085,45,56,100001,100,1,0.000776,6250,
OMS,4972,5068,45,55,100001,100,1,0.000776,6250,
OMS,4973,5059,45,54,100001,100,1,0.000776,6250,:0-960
OMS,4987,4976,46,45,100001,100,1,0.000776,6250,:0-960
OMS,4986,4997,46,47,100001,100,1,0.000776,6250,:0-960
OMS,4985,4871,46,35,100001,100,1,0.000776,6250,
OMS,4984,4970,46,45,100001,100,1,0.000776,6250,:0-960
OMS,4979,4893,46,37,100001,100,1,0.000776,6250,:0-960
OMS,4978,4882,46,36,100001,100,1,0.000776,6250,
OMS,4980,4994,46,47,100001,100,1,0.000776,6250,:0-960
OMS,4981,5095,46,57,100001,100,1,0.000776,6250,
OMS,4982,5078,46,56,100001,100,1,0.000776,6250,
OMS,4983,5069,46,55,100001,100,1,0.000776,6250,:0-960
OMS,4997,4986,47,46,100001,100,1,0.000776,6250,:0-960
OMS,4996,5007,47,48,100001,100,1,0.000776,6250,:0-960
OMS,4995,4881,47,36,100001,100,1,0.000776,6250,
OMS,4994,4980,47,46,100001,100,1,0.000776,6250,:0-960
OMS,4989,4903,47,38,100001,100,1,0.000776,6250,:0-960
OMS,4988,4892,47,37,100001,100,1,0.000776,6250,
OMS,4990,5004,47,48,100001,100,1,0.000776,6250,:0-960
OMS,4991,5105,47,58,100001,100,1,0.000776,6250,
OMS,4992,5088,47,57,100001,100,1,0.000776,6250,
OMS,4993,5079,47,56,100001,100,1,0.000776,6250,:0-960
OMS,5007,4996,48,47,100001,100,1,0.000776,6250,:0-960
OMS,5006,5017,48,49,100001,100,1,0.000776,6250,:0-960
OMS,5005,4891,48,37,100001,100,1,0.000776,6250,
OMS,5004,4990,48,47,100001,100,1,0.000776,6250,:0-960
OMS,4999,4913,48,39,100001,100,1,0.000776,6250,:0-960
OMS,4998,4902,48,38,100001,100,1,0.000776,6250,
OMS,5000,5014,48,49,100001,100,1,0.000776,6250,:0-960
OMS,5001,5115,48,59,100001,100,1,0.000776,6250,
